,12/31/2009,1/29/2010,2/26/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/30/2010,8/31/2010,9/30/2010,10/29/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/29/2011,5/31/2011,6/30/2011,7/29/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/30/2011,1/31/2012,2/29/2012,3/30/2012,4/30/2012,5/31/2012,6/29/2012,7/31/2012,8/31/2012,9/28/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/29/2013,4/30/2013,5/31/2013,6/28/2013,7/31/2013,8/30/2013,9/30/2013,10/31/2013,11/29/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/30/2014,6/30/2014,7/31/2014,8/29/2014,9/30/2014,10/31/2014,11/28/2014,12/31/2014,1/30/2015,2/27/2015,3/31/2015,4/30/2015,5/29/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/30/2015,11/30/2015,12/31/2015,1/29/2016,2/29/2016,3/31/2016,4/29/2016,5/31/2016,6/30/2016,7/29/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/30/2016,1/31/2017,2/28/2017,3/31/2017,4/28/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/29/2017,10/31/2017,11/30/2017,12/29/2017,1/31/2018,2/28/2018,3/30/2018,4/30/2018,5/31/2018
MGCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.520401,100.1032028,103.1746979,117.1365051,119.1218948,128.7516022,136.4920044,136.7590027,131.2741089,142.5909119,143.2723083,152.2404022,159.0861969,178.7628021,184.6212006,205.7132745,171.5719874,175.1385983,162.7982717,186.3818902,188.8646143,185.1496099,138.881649,144.9658042,152.9135155,137.3332098,139.8282125,143.3993007,133.4628028,120.9009833,123.4942296,107.3963822,103.6062387,104.638089,103.6944213,105.1084574,103.561288,94.39243743,93.29740751,92.48570582,80.43054878,79.30189908,75.48310338,69.90078194,72.69368733,84.89849391,84.78190034,84.87433077
MHFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.0194457,296.2368949,300.6550149,304.9146175,307.3066063,311.1069259,309.1693128,310.9321477,283.5745908,278.9512263,277.7367723,230.1843619,225.1326564,225.6362002,222.9215183,225.7750276,226.1017699,237.6991142,237.8209913,238.1906316,253.0968717,236.5284622,232.4516757,223.7280043,190.9440898,190.0575233,193.4951276,188.8626906,197.9443092,185.8353779,177.0550186,170.2685317,189.5026182,195.7565464,169.8711987,148.7939407,,,,,,,,,,,,,,,,,,,,,,,,,
MHK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.3856964,156.7117668,157.5541249,153.0269875,152.9055029,145.6297446,158.9436948,153.7184456,146.1323542,154.8190218,145.1560308,136.5910324,96.83956142,92.19059061,83.10994582,58.34714267,94.5240862,94.57486548,100.6412339,99.46710851,107.6223564,115.9248756,119.3366465,120.0387279,157.8025739,188.4727936,178.4320984,180.3663025,165.6021881,171.1425018,182.9080048,188.4533997,173.9485016,178.4732056,170.8974915,170.7171021,171.0574036,192.5361938,192.1473083,178.388504,164.756897,163.8824005,165.1281891,160.4196014,156.626709,162.118103,158.3567047,152.3034973,129.1450043,129.3730011,130.2499084,129.5370026,129.5521088,121.0592041,118.9617996,105.4273987,108.228096,104.1499023,90.43099976,87.61810303,78.4457016,66.99420166,73.93460083,84.02760315,76.07929993,80.34870148
MHP,207.0604762,156.07826,147.7719778,143.6286253,130.142843,167.4273994,170.1033843,163.7446576,191.0499268,186.4991971,185.8692667,190.2075257,181.5468032,172.1262237,172.6985438,170.0989205,164.4729184,164.2934455,158.1074304,161.4307137,239.1134622,265.6355013,245.1978511,349.2536757,316.8124773,329.7924385,256.3807013,256.633062,228.8464074,251.1319276,245.5212662,230.3260675,233.6433218,219.9526679,196.9862403,226.9669249,221.3146356,222.2717311,291.223954,296.9184957,299.1237274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS,167.1019601,158.6417062,162.417627,160.3622495,133.7323026,158.111852,149.9771636,146.67138,163.4632078,147.8629153,150.9325178,136.4870434,130.2465476,133.0718122,134.2863527,132.5840197,136.4486112,154.2116208,173.4883156,172.8177579,195.3170821,202.6862829,188.6055012,239.4733307,243.1381394,232.606676,184.5177418,181.4284034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.1645589,142.7725487,127.64252,134.8948064,137.0140629,126.9860255,124.9379048,130.9810386,126.8091728,132.8363169,144.0310767,127.94622,129.1247582,129.6944471,131.0575187,122.7172094,109.161222,109.7391323,103.6409584,104.305015,98.40152169,98.96715176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJN,117.9166583,110.6210257,116.8042632,121.8141256,114.7524177,132.6801284,135.42859,133.1798753,132.8159337,122.3660224,119.7794973,129.6572564,126.319905,125.9733893,125.5211627,127.9944557,131.4765969,130.9374085,129.2068278,130.6627822,159.1504431,167.1609719,146.688615,164.4516424,167.257029,172.1269442,162.1639152,142.4971473,145.1238787,153.7879504,154.4481412,133.5158977,132.4815679,129.7950476,134.4791508,143.9075642,141.4141307,139.5564567,137.8677059,139.5304313,138.6324621,135.009341,161.9109437,152.8403628,133.1292282,131.7175733,122.2679951,143.6110233,133.5125154,138.4651407,136.5098118,138.1207787,120.7384983,122.8779515,125.6558648,123.7688585,126.280531,122.4664423,130.6089638,133.6810465,140.4048481,146.219074,143.3886062,150.74937,150.1877199,156.0773017,172.1994453,172.8114147,182.4947997,187.6023713,172.0793337,173.4426479,176.0136016,179.9744191,187.0110404,156.9253944,143.6778312,144.6752518,153.7678293,149.067872,141.7495308,138.7471934,135.1544362,132.5782833,131.4203605,130.3133978,104.8491596,109.1976818,107.2796678,107.9170417,,,,,,,,,,,,
MKC,117.311085,98.99420251,103.2135194,104.8701388,93.93655504,107.2683564,110.6465901,116.143004,113.4149812,113.9345304,121.2090356,121.2002336,104.7516165,82.64854316,71.69302454,75.26774209,76.73308557,84.53395743,83.55515469,80.64432606,115.2300126,130.4565345,118.2431527,135.6329579,138.147759,111.0823118,103.8779437,101.8334917,98.37735646,106.6702885,105.4869218,82.75845125,82.84595305,98.82531944,87.97828638,93.38313586,92.59367904,93.5157803,94.66559116,96.83314871,96.44964804,100.0304552,97.12987645,95.47215026,90.39682843,91.56209645,88.91728303,90.08984993,86.60596136,89.93323359,65.94625543,63.20262445,62.39247538,63.56646086,62.70262318,57.92872313,59.62885371,66.48204443,73.39061617,76.59809435,79.94240494,81.83103086,70.60086275,76.4044283,77.62607186,83.56003163,94.55712321,99.72541056,104.6155942,109.431938,106.4985536,105.2806732,87.03285259,96.43251178,94.47856583,80.89812881,82.69511996,73.01766341,74.24950622,70.49140438,70.16320445,74.28224585,91.6125466,68.20002263,85.24866204,82.63914224,80.84631977,,,,,,94.10736687,87.48188202,79.69746744,78.78634241,75.7876307,70.79793182,76.77460901,104.6814544,103.1990763,111.3860504
MLM,246.7248968,218.0188084,227.4910354,214.2603482,212.2229169,230.9246568,232.1462338,231.1061486,246.9775994,236.9699616,250.3767553,254.5342995,254.5240777,262.1491166,248.3087402,251.4663638,257.3617539,262.9813692,263.7199272,253.9334928,279.7528178,287.9556949,297.4857927,302.3138432,427.6516584,413.953508,415.8025673,415.3503808,383.5181274,394.2243958,394.2787781,396.6640015,397.5693054,398.9017029,356.1532898,356.8587952,360.0346985,361.9565125,285.1955872,286.5665894,293.1015015,295.531311,297.5332947,303.5267944,306.5810852,307.0797119,232.1711121,232.5458984,232.6426086,180.1220093,178.3970947,181.0816956,185.5823059,186.4629974,152.7263024,156.4146356,155.7598409,159.4409691,164.1066372,152.1055839,153.2768913,149.9360653,148.6273178,151.4027207,153.7046426,154.8954304,166.9039897,170.0187576,181.6271319,185.594241,183.3021967,183.4817724,183.7015249,235.1330025,230.9655987,228.694227,229.3880774,199.3055137,199.9289265,194.7511657,196.8849641,199.0582168,158.4040143,162.5018787,164.1393881,139.5655834,138.0395748,139.8034722,139.9429016,126.23887,123.8397316,111.7255834,117.3719372,110.7468917,109.3887656,106.7098504,123.0014694,116.0348803,120.9357077,136.3976683,138.6297548,152.328685
MMM,54.72927319,40.67559699,48.6111235,42.83052079,40.40714975,50.28633476,52.32454089,56.41139824,72.14230039,67.84431009,62.16434648,75.42718858,58.50650857,62.73261231,47.33390575,47.99765803,44.47581652,49.48120958,58.74130344,56.05263912,70.0596707,67.8835525,54.0647284,70.99225462,66.64154537,62.01900496,54.82918944,55.59801891,59.52453393,69.43751387,53.21485638,51.41615284,61.00443522,58.80120918,50.84706159,61.33427439,57.70499542,43.80283228,43.94890533,50.84482959,56.53457934,59.20691698,67.86470481,60.87109463,60.25435327,64.54269591,56.70290386,48.88253045,44.92110193,49.56825645,49.42589838,42.01451213,43.19388706,43.73871272,47.31060134,45.87239269,49.11245685,51.33820646,56.81342213,62.84810151,65.49407234,63.70856347,58.69126841,62.58335655,62.18913834,63.21001065,72.04614966,71.17603915,69.01335686,76.91549214,69.74494131,64.87600764,64.98212232,73.15816377,75.70707445,61.42059544,58.95357795,58.47503721,69.47333099,68.47345552,65.65209959,66.00763592,64.86328104,60.99665899,57.37929957,53.54424013,51.43719473,58.2536035,58.37090762,57.41574144,56.34175818,53.17354826,60.47222755,50.59047603,45.66040298,46.6826644,46.22889727,42.03461361,46.66791022,53.83429039,53.25899824,55.39524087
MMP,172.3790749,165.5399416,163.9636317,156.1098341,143.1750211,175.4786698,219.656319,184.8272395,173.9932783,173.104673,175.1753832,172.4992357,163.3212454,153.1021168,148.8673728,144.1808195,132.8818344,138.0909013,144.4817421,141.9212218,171.4726296,188.8278143,189.4406979,208.8808899,206.7809073,205.4897071,185.0216807,186.0505902,189.945385,198.3437591,200.1478108,187.2751482,175.6933919,170.7027614,135.8061252,143.2771016,141.0683834,139.7208651,141.8049047,141.9187137,120.7675314,121.8634899,146.3497759,133.2614591,130.2343769,134.6718991,133.6168955,117.6305403,113.9800972,111.7860928,113.2511296,110.0838261,106.7649212,108.8122988,104.6150091,104.619968,107.9943811,119.5297027,126.6249744,150.0164172,160.5928249,159.4899724,130.1974584,149.7575971,144.2540058,152.5162633,170.1733091,175.0016384,208.1968043,212.823953,207.4390882,237.482396,276.8554915,320.5034858,311.6679537,234.5997031,202.3957517,201.5548073,196.9292092,199.71179,173.6308771,181.0986057,159.5241798,154.5705601,138.0144584,136.6055523,135.1263576,134.050639,129.7533268,128.4049032,131.4352302,122.1946307,126.7496489,120.1914498,111.5018379,115.6670119,113.3275158,98.20370403,106.6285012,119.6888313,117.9775235,118.6131686
MO,251.709521,248.9914145,249.9178937,248.9766053,237.8240348,307.8740597,289.4225961,246.3363009,275.5556437,236.4753641,205.3552954,216.1128578,198.392424,211.3815564,191.3114007,187.9476628,178.2406913,186.576853,200.9925611,196.3107851,269.0087005,284.7017695,237.2264611,292.0043019,248.9174331,234.8802927,213.4039737,206.9060942,212.3037417,228.4744651,216.653183,182.0846864,170.1418219,170.6366382,151.6972157,184.8443542,184.869922,178.0934707,178.2375358,179.7738997,179.1159415,180.8794794,199.613199,178.8056522,190.4875087,191.0154522,162.0081238,146.8060533,134.8196299,139.85782,135.1109789,129.7110675,124.4442439,127.0326484,124.4536812,128.1029823,126.4429875,139.0611104,141.5353313,147.0219609,146.8480051,156.4581967,136.88402,150.7686875,153.7034805,165.0806598,170.375035,171.58933,186.7258604,179.1129771,164.5172043,162.1747673,160.9003725,176.8130971,173.7032972,128.1302434,110.8573006,118.9205233,125.3690279,115.7684615,111.0656942,99.52781163,103.3473256,102.6063653,97.33639168,102.5028114,97.89425841,104.4954243,98.89139484,95.01113388,88.43203759,84.96066018,94.84410342,82.18731882,76.52199673,84.09373369,79.79602705,75.28424087,86.44005341,103.6323019,104.2351715,106.7968499
MON,84.75340422,89.37382718,98.63097215,90.99673425,87.83654366,108.8319273,107.3959843,96.85873362,115.762219,113.4327017,109.5200362,107.7397973,102.4350495,96.13609153,85.60494554,84.0730283,81.195023,72.06636653,79.31638705,71.27977739,108.165545,117.5094229,98.25564586,108.2164571,112.8977327,117.4537524,114.486673,114.3856679,110.5857448,115.7979181,117.3491637,101.8552153,94.74312696,94.97170995,74.9199928,90.44499684,86.59506178,82.93929728,79.72044843,81.24392423,78.51138123,83.93404601,101.6893735,86.74214761,91.73171022,96.3344207,96.02731545,84.99197788,81.6087792,78.1688486,73.08842058,73.2301647,75.50078713,72.91535377,85.8190778,88.40600817,89.50116361,100.9161348,106.2008142,112.2053148,119.8287386,122.742006,106.8159813,112.3804971,120.5374094,164.4447122,174.2533141,182.9072909,179.6226268,201.0237277,186.7256517,189.9296595,204.8910639,242.3401783,225.1034577,186.2071515,165.0240476,175.6088608,194.7309994,181.5869501,170.0287488,168.7457278,163.254216,159.1676514,148.9791986,138.0496631,131.3094253,134.620656,137.8532432,129.6421884,125.2823771,116.3083398,126.4539354,120.5534541,109.9994442,114.7169505,111.7225962,99.82421526,108.2310079,128.7419344,134.7478595,145.5330709
MOS,196.9484144,217.9796221,192.5129888,204.0116266,187.3878243,251.9053294,306.452272,273.7065506,292.4043462,255.5987203,351.6864285,297.0388497,296.09544,116.7484055,134.1238098,102.4636002,104.123497,99.4897995,124.3765945,145.6764984,262.7759094,308.6693115,126.6183772,270.7155516,181.0155385,159.8332219,148.1367179,154.2387769,156.2484715,182.4524526,170.3962541,153.5537149,157.0257498,147.3081514,125.0346275,150.9908066,144.6820047,143.8113242,153.7585817,155.3543817,151.0348588,148.1924819,162.8003963,171.3369481,185.1592003,187.394664,181.8826701,166.9400582,152.7408601,172.719593,158.2490238,141.6235962,138.1489729,137.8557251,130.4795627,132.6899824,134.8128621,147.5765131,159.2916334,163.1948259,166.7586548,165.4093165,146.6934118,164.9640154,168.9384093,170.8963372,194.4236021,199.5147487,209.2769268,232.64321,231.4942271,234.3939236,255.8477609,312.0460364,326.4250881,243.0386129,215.4825076,218.4731651,226.6919655,221.3373048,224.0698925,227.0781112,249.2921507,245.7096157,219.1423447,200.1245251,185.8167909,187.7120483,188.7826576,189.3280613,185.3162145,181.1628869,197.8500558,194.8812665,179.3735331,166.4811093,163.2088728,138.4203773,142.7561833,157.4312337,177.6127639,173.9235732
MOT,306.9912877,314.3001226,240.9791723,222.9346242,207.7067659,262.6797664,242.6571003,221.7100277,235.5298263,204.8684678,190.3374833,227.8849805,238.6434959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPC,,,,,,,,,,,,,,,,,,,,173.4524799,225.1751678,265.8402778,213.8467605,311.1634799,283.7559316,277.1560308,232.7323167,226.0539668,233.6883531,265.6072636,244.9880632,224.1402969,212.5262821,193.2989419,159.4398517,181.7203686,162.3166629,159.5547469,150.8463835,153.4725144,144.7648287,144.8996244,163.231694,167.0604416,174.4407555,189.2399987,162.9807826,153.2817376,134.5529575,139.4425347,132.4971054,118.7183001,118.6562844,120.9721194,125.9059477,130.4777892,127.6301012,155.8749056,157.6991778,179.0330965,208.7796821,218.2308519,174.2819298,199.6742609,193.167776,201.5049909,213.6328408,223.5829851,247.2635289,263.8390169,245.1589332,241.5412105,265.9641688,362.7083964,474.2049876,341.6787639,281.7286847,285.6378634,277.5479766,272.7211636,235.7792651,246.052568,227.3255099,228.3161267,194.3759178,193.7165518,181.8450194,184.8506314,179.7188779,174.405081,171.4267336,154.4626132,165.2647091,148.4133802,135.6425736,135.3266673,138.7416827,112.8587411,127.9632526,138.4351452,137.8137219,143.5742135
MPLX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.4299011,190.1289063,185.5469971,191.5467987,213.3795929,251.5894928,277.971283,315.809906,304.1824036,322.2189941,437.6673717,649.4628022,575.5652397,434.9989118,363.1412226,386.3751451,368.5234853,355.8366807,292.2970011,273.1313975,236.9853108,230.7696157,199.788312,168.7946804,162.3180334,184.9862651,170.9042786,168.7736081,175.2547632,164.4355167,184.6973451,161.0198254,137.3699755,151.9948891,143.6451024,122.7442372,138.5665323,149.6796254,154.4356561,160.7657489
MRK,71.44555479,77.42786737,79.90525561,70.35481376,63.79374744,81.44287228,88.09374807,84.40331551,92.99496234,87.64160234,91.92598998,85.71694301,66.73175092,68.15468521,65.88148422,68.10671756,70.81952026,77.30697466,78.43407759,67.80027261,92.52441023,93.11390199,83.11009685,102.0592022,99.33480053,86.85148094,69.18748024,73.83045113,80.44056642,93.14032574,93.89957361,79.74149185,83.26220265,74.87765761,67.24706591,77.55842496,80.36284474,80.60690672,78.48700014,78.3587981,80.02593292,81.12882313,87.53712392,76.20462079,81.24070322,81.0243289,78.28986111,75.48481746,69.51929017,69.60797532,67.05588937,69.34712322,69.2299323,71.85198442,73.33114239,70.74299486,72.2867493,78.38849038,72.39204043,75.49751463,80.3046847,80.80612254,76.75385906,82.09253697,79.09601176,90.88411997,99.60208928,102.8391602,106.4662037,105.7583279,94.21476974,88.67081052,88.12996524,102.6453493,104.8331224,83.01268762,75.23741909,84.31495978,91.45252799,84.13062853,80.19985332,83.9960454,81.26077964,76.42104795,71.75601704,72.79332051,70.09195078,73.13711274,70.7374681,70.70604832,67.36792183,60.29850878,69.29823996,60.10565272,55.33036955,55.14816159,50.82716677,47.62577494,52.6233594,61.17594122,60.25904017,62.318601
MRO,155.554616,165.6712495,161.8120075,142.9267091,133.2212402,163.0364527,172.9264148,167.4228497,171.5018627,155.0591591,145.2986697,148.7119435,132.4260133,122.7960682,140.8532225,145.7457534,144.8266789,152.2620548,167.5622617,144.8170095,193.6484669,213.4731624,186.5232128,222.0076009,214.2160416,208.1355192,184.8834604,181.0383516,186.7268099,218.1224844,210.5020828,196.6444055,188.8337618,160.5614446,113.0687792,121.2812141,116.0508374,118.0571351,130.2533624,131.2122114,128.1243871,123.9563148,141.9010737,129.0676101,126.3651617,127.5204648,118.8299661,118.607331,103.3677229,105.1302841,101.4262304,98.78559951,95.39359199,99.16086294,96.4906197,97.66967076,100.8249833,115.2253249,121.9020378,156.7209328,190.5064767,206.6079608,175.9742944,186.5644574,175.2013099,176.8092227,179.4678066,207.4337976,250.59989,301.6920819,273.0981254,271.4171815,443.1858368,836.3463318,868.7663945,533.3267343,360.3440368,386.5603457,366.7304184,369.3244866,315.1089361,294.9548488,262.9818414,263.794865,208.5657309,191.5744204,176.4145902,207.6362921,200.8086749,207.2809254,228.0959621,202.6327791,224.5881919,193.6032779,174.0749208,161.1974915,146.19585,123.1204953,139.0683672,151.9845477,146.1321003,145.0504476
MSFT,48.27818238,45.70466239,49.82098876,38.56482247,34.77303943,39.67333189,42.90982502,44.74963606,42.35926364,45.25012944,50.62744288,52.49896562,49.43960732,47.57177327,47.04888052,46.673927,48.03447911,54.91673009,55.35633783,47.67179109,68.09743964,77.7744629,52.47738186,68.50724636,59.45081632,46.33919973,43.6402499,43.76957435,50.97272054,61.41372739,57.5964824,45.62363687,47.67153989,45.73856069,43.51660659,62.57692411,60.29350722,58.66882789,60.82904324,61.77052163,63.97739051,63.44225356,74.17825613,63.90592524,68.2074099,75.38947656,73.11667853,69.14241979,54.86313775,61.26329132,58.82241778,54.10550016,50.88876984,52.11435422,55.80082333,54.54922035,56.97910396,64.18962771,68.33180901,69.7423012,67.1932277,71.1257516,77.30374623,82.60154369,84.20566562,89.9881315,91.93374796,94.83283253,100.3922831,100.9790463,90.01109135,84.98319876,82.5847718,102.2806567,96.89665882,81.88736248,75.56592113,78.33566672,97.19548117,95.38880366,87.25464834,91.49063074,87.75331625,76.45433663,69.50962383,82.13896448,73.49085084,74.09964718,72.49713944,70.76030864,66.39913224,60.68799993,67.6857645,56.34708685,54.48929603,55.28238962,51.57384814,48.49113027,53.26469405,62.04596059,60.40877349,61.75888442
MSI,,,,,,,,,,,,,,213.8336249,193.7206583,178.0870253,175.0081094,172.2604468,164.9151822,160.8854902,207.5930874,258.2953586,227.5730413,314.204205,302.7292819,272.6711859,276.4312813,241.9109782,254.6544716,243.6768012,240.9058207,230.9641303,223.1996685,191.4924821,181.0558977,194.3484508,191.7480709,194.8491129,191.342186,186.5803812,182.9694471,178.5481809,201.0839253,177.1167516,187.9839036,195.9181574,184.1570165,185.7504121,164.1134101,162.1428578,156.1428968,143.9009873,144.067388,143.7179015,146.7356615,144.5758612,154.0484487,183.8209934,185.7767671,187.4396104,190.311149,189.948635,182.3181681,186.711853,196.1342941,207.7876872,221.702345,229.8325256,322.7452568,329.3346516,328.7076064,355.901241,362.6997403,390.6434677,414.3780427,336.2592315,292.7037818,281.9472014,295.0913263,269.9041267,250.8031078,252.6105196,215.9960132,209.4133108,187.9717357,179.3724108,180.9854836,183.9366298,178.1212951,167.5886564,165.5024512,157.2735559,160.1807764,152.1532459,141.0812251,144.090347,137.3274359,128.5947774,141.7667884,145.9963319,146.4547574,153.6614234
MSINAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0493927,119.0042038,109.7017975,124.7717056,114.1949997,141.2310028
MSKCC,,,,,,,,,,,,,,,,,,,,,,,,,194.8266907,193.5594025,176.1728973,176.6324005,156.0708923,155.2801056,155.3329926,150.3813934,126.3246994,132.370697,127.0523987,130.5826082,128.071386,124.4347735,125.7924847,117.1586278,121.8223934,128.9695868,164.0487326,139.2280808,139.2935826,140.6278336,135.4841452,122.2262891,121.6133591,121.5933417,118.5996451,118.2108179,118.5172766,106.4214714,106.1035759,110.0998423,109.8103576,109.6359211,123.1726173,124.5649005,127.4769444,156.4109913,149.3972867,152.583463,159.4504496,164.1964308,160.1381033,156.6166433,158.221898,167.2242843,153.0903876,145.5971268,145.662464,151.444776,152.2825462,142.9583401,124.8846515,115.4695494,125.6738002,121.6618491,125.3482149,127.4815661,127.7778573,122.1456951,122.5303708,124.5400068,121.1624343,122.6913934,122.2339026,122.7331955,116.10917,118.3730609,113.2160546,108.897106,107.8877926,103.6846503,106.6780676,105.0759921,99.95339201,101.8658596,105.4825579,103.3563994
MTNA,207.6412474,213.2198781,228.4610733,219.1650522,180.9707219,307.4510138,291.0244886,255.6648232,310.2781218,285.9637036,267.3631217,268.4657179,240.5023304,221.3616913,211.4600455,218.9838143,204.6788571,230.1310166,234.4879466,234.5010841,383.0658972,523.7700479,393.7790687,524.4959084,489.9707728,395.5396038,368.3255164,364.3216896,382.8041247,440.7603966,448.9558472,445.9218109,532.4404043,509.6713256,487.1258267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.1735992,164.2671967,131.8184052,137.2507019,140.5006104,100.0041046,92.46489716,,,,,,,
MUR,266.9289164,251.7992862,188.7957668,169.7672151,160.3457287,173.7660139,167.2178004,174.9142753,190.6451286,189.2393903,185.6221087,185.1191967,176.155328,169.524605,141.9865516,145.4328257,130.5548005,184.6276093,189.1428986,187.4534912,233.7340088,244.9016113,264.1557922,315.6557922,312.7767944,308.9212952,290.7388916,280.1510925,286.7391052,257.4794851,244.7395666,232.7981072,232.1064347,221.0881782,226.8590135,230.2915997,220.3706027,229.2530494,236.320878,237.4794295,223.8241137,210.0651117,233.2438079,213.7038336,213.7328876,223.1337289,204.6619002,204.6583544,185.7569287,190.0347561,180.7104795,157.0403508,151.4276965,156.0427102,150.1171729,154.0366332,160.8914217,184.5574077,206.6285135,240.7058513,319.4791071,334.0805324,272.5397372,303.2753561,292.5349952,297.8576548,306.1420883,330.9773776,396.3955242,438.2555153,431.6787865,436.0007523,652.9391976,1120.093325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.8504933,284.3910551,274.3096103,277.1567452,277.1562885,282.2337447,317.9190083,322.0169778,332.7552945,302.7415432,325.4551948,300.3524249,307.2300983,313.5286139,280.8102178,281.6367859,268.4988144,262.7683386,254.7459982,244.4730647,235.0593884,227.4831352,217.1401273,211.8436866,214.9426686,221.5598227,248.5163249,255.1945492,256.9756865,211.8727269,207.3322061,222.8625762,220.7672943,226.6963574,229.9303006,227.0455466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MXCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.8183143,204.8180092,203.9793721,204.7195337,192.0358326,195.6492194,216.9727719,194.8482919,206.1557428,208.1225727,163.1470527,160.0462634,152.2982405,157.2130718,154.4841114,141.1955002,135.7447684,131.5746887,122.4735177,124.873397,122.5421239,136.3901083,149.3473777,193.1375084,219.9334078,249.1251058,226.4748984,218.3476781,206.9913862,213.3662955,222.5346832,231.8727709,246.626081,284.578508,310.7973947,359.4537607,370.4024096,437.2603694,465.5100704,484.1040882,482.3506871,444.8944122,444.4344492,379.6258545,356.1942014,354.7276875,319.7717763,291.209346,270.8530984,235.5566689,210.1579683,217.8265815,220.7557327,229.8297117,234.4808667,216.5262326,228.5704256,212.9028768,184.9076627,179.9086089,185.4393837,169.0008121,165.4464904,188.7634446,186.3116888,184.8185687
MXIM,,,,,,,218.3516998,204.2208862,188.5570984,190.5287933,181.4803009,189.6940002,199.9710999,196.0908966,185.4670105,165.6667023,112.293396,120.9269028,125.9518051,127.469696,147.6600952,156.4237061,148.2727966,154.0350037,155.3262024,123.7071991,107.7545013,70.56150055,77.4394989,75.84410095,,,,,,,,,,134.4237976,147.217804,149.872406,164.1616058,140.6221008,147.2306061,155.3423004,171.3448944,144.9086328,135.9374228,137.0614719,136.4949362,126.3322333,125.5423444,113.7179391,114.6913568,113.4452711,110.9396412,111.9907678,136.4652682,137.8206766,130.6604079,138.6002612,125.7366758,132.6756802,132.2558819,135.5567652,147.3829579,128.3187475,134.6187082,150.5254718,142.8566781,140.8759886,139.7149507,152.3679162,158.0578257,151.1938973,141.3190109,135.2062663,143.0144405,132.5060309,125.8911402,123.4202277,129.1246027,131.4763945,121.4010704,104.6943725,104.0466445,107.5350155,96.28909801,99.06493006,91.40777223,94.83097189,94.43364417,90.49518959,73.86806609,94.18021702,92.94262958,93.40074444,96.2256634,96.68403098,97.53590628,108.2103119
MYL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.8683597,117.9731593,119.1149638,117.8847901,107.105471,107.8809726,99.78934417,104.9882064,102.4032455,101.1048597,96.12037761,102.4332086,100.4610135,96.67902677,99.96620032,115.2297266,116.5587577,124.9061039,131.4224102,135.4145359,123.7176352,126.6825422,134.9642727,139.5630015,158.9553418,181.8459763,206.5064383,217.7008732,208.4704047,218.0744309,204.6095652,218.0113818,264.3791307,211.1691596,183.3275746,188.1804972,194.9408038,165.7333047,166.3352008,181.5345677,171.8828714,195.3629259,195.1315678,184.425247,160.9691481,148.049348,145.009678,131.4776281,121.359306,114.8444164,142.7665799,121.167726,125.1708575,128.483737,124.208927,113.0775312,128.2845641,151.9041923,157.0847233,160.7368728
